outlet_id,total_images,n_flagged,flagged_images,ranking,folder_median_consensus,review_folder
outlet_b2d035ee,15,1,"[{""file_name"": ""image_0003.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0002.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0003.jpg"", ""image_0012.jpg"", ""image_0009.jpg"", ""image_0015.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0014.jpg"", ""image_0013.jpg""]",0.805,0
outlet_b6409886,10,2,"[{""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.7042, ""reason"": ""Median similarity to peers 0.37 vs folder median 0.83 (modified z = -10.1; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text 'গ্যালী | পর্দা | েে' shares 0/4 tokens with outlet signage ('বিকাশ | ( | কন'). No geometric match to nearest peers (max 6 SIFT inliers).""}, {""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.6552, ""reason"": ""Median similarity to peers 0.42 vs folder median 0.83 (modified z = -9.1; absolute floor 0.27). Scene reads as 'closed shutter' while 6/9 peers read as 'storefront'. Signage text 'PARA | OOCTOR | CARIIIIL' shares 0/3 tokens with outlet signage ('বিকাশ | ( | কন'). No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0002_1.jpg"", ""image_0001_1.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0003.jpg""]",0.83,0
outlet_ba2e645b,14,0,[],"[""image_0009.jpg"", ""image_0005.jpg"", ""image_0014.jpg"", ""image_0013.jpg"", ""image_0011.jpg"", ""image_0012.jpg"", ""image_0003.jpg"", ""image_0002.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0007.jpg""]",0.796,0
outlet_bb8db053,13,2,"[{""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.6308, ""reason"": ""Median similarity to peers 0.42 vs folder median 0.63 (modified z = -6.0; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. No readable signage text, while peers show '১টা | িল | সব'. No geometric match to nearest peers (max 8 SIFT inliers).""}, {""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.6308, ""reason"": ""Identical copy of image_0006.jpg (content hash match); duplicate submission adds no new evidence of a visit. The original copy is itself flagged.""}]","[""image_0006.jpg"", ""image_0007.jpg"", ""image_0003.jpg"", ""image_0013.jpg"", ""image_0005.jpg"", ""image_0009.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0011.jpg"", ""image_0010.jpg"", ""image_0012.jpg"", ""image_0004.jpg"", ""image_0001.jpg""]",0.634,0
outlet_c0381d55,8,0,[],"[""image_0006.jpg"", ""image_0002.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0005.jpg""]",0.522,0
outlet_c2181b07,18,1,"[{""file_name"": ""image_0003_1.jpg"", ""suspicion_score"": 0.6025, ""reason"": ""Median similarity to peers 0.26 vs folder median 0.73 (modified z = -7.5; absolute floor 0.27). Scene reads as 'closed shutter' while 11/17 peers read as 'storefront'. No readable signage text, while peers show 'রবি | রবি | হাজর'. No geometric match to nearest peers (max 15 SIFT inliers).""}]","[""image_0003_1.jpg"", ""image_0005.jpg"", ""image_0002_1.jpg"", ""image_0004_1.jpg"", ""image_0001_1.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0012.jpg"", ""image_0008.jpg"", ""image_0007.jpg"", ""image_0009.jpg"", ""image_0001.jpg"", ""image_0013.jpg"", ""image_0014.jpg"", ""image_0010.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0002.jpg""]",0.733,0
outlet_c2fefbb3,8,3,"[{""file_name"": ""image_0001.jpg"", ""suspicion_score"": 0.8227, ""reason"": ""Median similarity to peers 0.19 vs folder median 0.58 (modified z = -6.4; absolute floor 0.27). Scene reads as 'closed shutter' while 3/7 peers read as 'shop interior'. No readable signage text, while peers show 'নগর | 01 | মাহাদী'. No geometric match to nearest peers (max 6 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.77) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0003.jpg"", ""suspicion_score"": 0.7215, ""reason"": ""Median similarity to peers 0.29 vs folder median 0.58 (modified z = -4.8; absolute floor 0.27). Scene reads as 'closed shutter' while 3/7 peers read as 'shop interior'. Signage text 'পি | ডি | এস,' shares 0/18 tokens with outlet signage ('নগর | 01 | মাহাদী'). No geometric match to nearest peers (max 9 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.79) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0008.jpg"", ""suspicion_score"": 0.4731, ""reason"": ""Median similarity to peers 0.25 vs folder median 0.58 (modified z = -5.4; absolute floor 0.27). Scene reads as 'closed shutter' while 3/7 peers read as 'shop interior'. Signage text 'শাকিল | 016 | স্টোর' shares 3/5 tokens with outlet signage ('নগর | 01 | মাহাদী'). No geometric match to nearest peers (max 27 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.82) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}]","[""image_0001.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0006.jpg""]",0.576,0
outlet_c3b06be2,9,0,[],"[""image_0009.jpg"", ""image_0001.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0008.jpg"", ""image_0005.jpg""]",0.625,0
outlet_c41e54d1,15,1,"[{""file_name"": ""image_0008.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0007.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0008.jpg"", ""image_0002.jpg"", ""image_0001.jpg"", ""image_0014.jpg"", ""image_0003.jpg"", ""image_0010.jpg"", ""image_0015.jpg"", ""image_0012.jpg"", ""image_0011.jpg"", ""image_0005.jpg"", ""image_0013.jpg"", ""image_0009.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0004.jpg""]",0.817,0
outlet_c45b06f5,13,1,"[{""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.7996, ""reason"": ""Median similarity to peers 0.23 vs folder median 0.61 (modified z = -3.7; absolute floor 0.27). Scene reads as 'closed shutter' while 8/12 peers read as 'storefront'. Signage text '@ | & | ঘর' shares 0/22 tokens with outlet signage ('এণ্ড | [ | ৪>'). No geometric match to nearest peers (max 8 SIFT inliers).""}]","[""image_0007.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0013.jpg"", ""image_0005.jpg"", ""image_0010.jpg"", ""image_0011.jpg"", ""image_0008.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0006.jpg"", ""image_0012.jpg""]",0.606,0
outlet_c816ff76,13,1,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.805, ""reason"": ""Median similarity to peers 0.25 vs folder median 0.67 (modified z = -7.2; absolute floor 0.27). Scene reads as 'shop interior' while 7/12 peers read as 'storefront'. No readable signage text, while peers show 'তৈরি | গেইট | 62'. No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0001_1.jpg"", ""image_0002.jpg"", ""image_0011.jpg"", ""image_0009.jpg"", ""image_0006.jpg"", ""image_0012.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0005.jpg"", ""image_0010.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0001.jpg""]",0.665,0
outlet_c9465127,11,2,"[{""file_name"": ""image_0009.jpg"", ""suspicion_score"": 0.5712, ""reason"": ""Median similarity to peers 0.18 vs folder median 0.74 (modified z = -12.6; absolute floor 0.27). Scene reads as 'closed shutter' while 6/9 peers read as 'shop interior'. No readable signage text, while peers show 'স | ফুড় | ফাস্ট ফুড়'. No geometric match to nearest peers (max 25 SIFT inliers).""}, {""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0006.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0009.jpg"", ""image_0007.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0010.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0006.jpg""]",0.738,0
outlet_ccbf4451,9,0,[],"[""image_0001.jpg"", ""image_0007.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0009.jpg""]",0.595,0
outlet_cf8dc0e2,11,2,"[{""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.7126, ""reason"": ""Median similarity to peers 0.16 vs folder median 0.63 (modified z = -4.9; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. No readable signage text, while peers show 'জ | জ | জ'. No geometric match to nearest peers (max 17 SIFT inliers).""}, {""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.6982, ""reason"": ""Median similarity to peers 0.36 vs folder median 0.63 (modified z = -2.9; absolute floor 0.27). Scene reads as 'storefront' while 5/10 peers read as 'closed shutter'. No readable signage text, while peers show 'জ | জ | জ'. No geometric match to nearest peers (max 6 SIFT inliers).""}]","[""image_0002_1.jpg"", ""image_0001_1.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0009.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0001.jpg""]",0.634,0
outlet_d1358ee8,6,0,[],"[""image_0006.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0001.jpg""]",0.855,0
outlet_d24e34d8,6,0,[],"[""image_0003.jpg"", ""image_0004.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0006.jpg""]",0.606,0
outlet_d301c743,6,0,[],"[""image_0003.jpg"", ""image_0002.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0006.jpg""]",0.563,0
outlet_d371a9c7,6,1,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.3506, ""reason"": ""Median similarity to peers 0.44 vs folder median 0.62 (modified z = -8.5; absolute floor 0.27). Scene reads as 'closed shutter' while 3/5 peers read as 'shop interior'. Signage text 'বিকাশ | পযন্ত | ১৪১৫' shares 7/15 tokens with outlet signage ('১ | ১৪৯৫ | ১৪৯০'). No geometric match to nearest peers (max 20 SIFT inliers).""}]","[""image_0002.jpg"", ""image_0003.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0001.jpg""]",0.619,0
outlet_d41a1422,8,0,[],"[""image_0002_1.jpg"", ""image_0001_1.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0001.jpg""]",0.501,0
outlet_d5d1af09,7,0,[],"[""image_0003.jpg"", ""image_0001.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0007.jpg"", ""image_0005.jpg"", ""image_0002.jpg""]",0.734,0
outlet_d8c2f00a,12,0,[],"[""image_0005.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0012.jpg"", ""image_0004.jpg"", ""image_0010.jpg"", ""image_0009.jpg"", ""image_0011.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0002.jpg""]",0.349,1
outlet_d993a28a,27,1,"[{""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0005.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0006.jpg"", ""image_0013.jpg"", ""image_0009.jpg"", ""image_0017.jpg"", ""image_0012.jpg"", ""image_0010.jpg"", ""image_0011.jpg"", ""image_0018.jpg"", ""image_0022.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0015.jpg"", ""image_0027.jpg"", ""image_0024.jpg"", ""image_0019.jpg"", ""image_0001.jpg"", ""image_0021.jpg"", ""image_0002.jpg"", ""image_0016.jpg"", ""image_0005.jpg"", ""image_0014.jpg"", ""image_0023.jpg"", ""image_0026.jpg"", ""image_0004.jpg"", ""image_0007.jpg"", ""image_0025.jpg"", ""image_0020.jpg""]",0.625,0
outlet_db0cff8a,16,0,[],"[""image_0009.jpg"", ""image_0010.jpg"", ""image_0015.jpg"", ""image_0014.jpg"", ""image_0001.jpg"", ""image_0012.jpg"", ""image_0013.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0011.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0008.jpg"", ""image_0016.jpg"", ""image_0007.jpg"", ""image_0002.jpg""]",0.682,0
outlet_de743a96,11,0,[],"[""image_0004.jpg"", ""image_0003.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0011.jpg"", ""image_0005.jpg"", ""image_0010.jpg"", ""image_0006.jpg""]",0.534,0
outlet_def72cf4,15,2,"[{""file_name"": ""image_0001.jpg"", ""suspicion_score"": 0.7458, ""reason"": ""Median similarity to peers 0.23 vs folder median 0.74 (modified z = -5.8; absolute floor 0.27). Scene reads as 'closed shutter' while 8/14 peers read as 'storefront'. No readable signage text, while peers show '১২১৬ | মেইন | ১০০৬'. No geometric match to nearest peers (max 10 SIFT inliers).""}, {""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.4528, ""reason"": ""Median similarity to peers 0.51 vs folder median 0.74 (modified z = -2.6; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text 'ACCREDITED | NETWORKED | BARCODED' shares 0/6 tokens with outlet signage ('১২১৬ | মেইন | ১০০৬'). No geometric match to nearest peers (max 8 SIFT inliers).""}]","[""image_0001.jpg"", ""image_0001_1.jpg"", ""image_0010.jpg"", ""image_0012.jpg"", ""image_0009.jpg"", ""image_0014.jpg"", ""image_0011.jpg"", ""image_0007.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0013.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0008.jpg""]",0.744,0
outlet_e1278646,13,1,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.6796, ""reason"": ""Median similarity to peers 0.18 vs folder median 0.58 (modified z = -2.6; absolute floor 0.27). Scene reads as 'closed shutter' while 9/12 peers read as 'storefront'. No readable signage text, while peers show 'কশ | ১৪৯ | ১'. No geometric match to nearest peers (max 16 SIFT inliers).""}]","[""image_0001_1.jpg"", ""image_0002_1.jpg"", ""image_0003_1.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0010.jpg"", ""image_0005.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0008.jpg""]",0.576,0
outlet_e181d85d,18,0,[],"[""image_0002_1.jpg"", ""image_0001_1.jpg"", ""image_0003_1.jpg"", ""image_0013.jpg"", ""image_0012.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0015.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0007.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0008.jpg"", ""image_0014.jpg"", ""image_0001.jpg"", ""image_0009.jpg"", ""image_0005.jpg""]",0.605,0
outlet_e3490c34,13,0,[],"[""image_0008.jpg"", ""image_0010.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0009.jpg"", ""image_0013.jpg"", ""image_0007.jpg"", ""image_0006.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0012.jpg"", ""image_0001.jpg""]",0.715,0
outlet_e72326eb,17,0,[],"[""image_0012.jpg"", ""image_0013.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0011.jpg"", ""image_0005.jpg"", ""image_0016.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0014.jpg"", ""image_0017.jpg"", ""image_0010.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0015.jpg""]",0.738,0
outlet_e9f9a70d,16,1,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.744, ""reason"": ""Median similarity to peers 0.15 vs folder median 0.74 (modified z = -8.2; absolute floor 0.27). Scene reads as 'poster close-up' while 15/15 peers read as 'storefront'. Signage text '৯৫ | 01737 500 033 | ২টি' shares 4/16 tokens with outlet signage ('3939 | ফোন: ০১৭৫৫-২০০২৫৫ | চাজ'). No geometric match to nearest peers (max 18 SIFT inliers).""}]","[""image_0002.jpg"", ""image_0013.jpg"", ""image_0014.jpg"", ""image_0016.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0012.jpg"", ""image_0010.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0015.jpg"", ""image_0007.jpg""]",0.736,0
outlet_ec938d8d,10,0,[],"[""image_0010.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0009.jpg""]",0.212,1
outlet_ed090717,9,0,[],"[""image_0006.jpg"", ""image_0003.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0001.jpg"", ""image_0008.jpg"", ""image_0007.jpg"", ""image_0009.jpg"", ""image_0005.jpg""]",0.425,1
outlet_eef1223c,16,2,"[{""file_name"": ""image_0013.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0012.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0015.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0014.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0013.jpg"", ""image_0015.jpg"", ""image_0012.jpg"", ""image_0005.jpg"", ""image_0008.jpg"", ""image_0014.jpg"", ""image_0003.jpg"", ""image_0016.jpg"", ""image_0007.jpg"", ""image_0010.jpg"", ""image_0004.jpg"", ""image_0001.jpg"", ""image_0011.jpg"", ""image_0006.jpg"", ""image_0002.jpg"", ""image_0009.jpg""]",0.788,0
outlet_ef7a091c,6,1,"[{""file_name"": ""image_0004.jpg"", ""suspicion_score"": 0.4922, ""reason"": ""Median similarity to peers 0.50 vs folder median 0.79 (modified z = -14.6; absolute floor 0.27). Scene reads as 'shop interior' while 5/5 peers read as 'closed shutter'. No readable signage text, while peers show 'SUNGAS | এ্টারপ্রাইজ | বাজার; কিশোরগঞ্জ| মোবাইল'. No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0004.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0002.jpg"", ""image_0001.jpg"", ""image_0005.jpg""]",0.786,0
outlet_f02e170e,6,0,[],"[""image_0001.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0004.jpg""]",0.822,0
outlet_f55150ab,10,1,"[{""file_name"": ""image_0010.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0009.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0010.jpg"", ""image_0002.jpg"", ""image_0009.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0007.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0001.jpg""]",0.724,0
outlet_f5ebfe3f,9,0,[],"[""image_0001.jpg"", ""image_0003.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0004.jpg""]",0.647,0
outlet_f8b4c480,13,0,[],"[""image_0009.jpg"", ""image_0013.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0011.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0012.jpg"", ""image_0001.jpg""]",0.788,0
outlet_fe059a3c,17,1,"[{""file_name"": ""image_0005.jpg"", ""suspicion_score"": 0.9402, ""reason"": ""Median similarity to peers 0.03 vs folder median 0.66 (modified z = -15.5; absolute floor 0.27). Scene reads as 'indoor room' while 9/16 peers read as 'storefront'. No readable signage text, while peers show 'ছ | খেব | $'. No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0005.jpg"", ""image_0017.jpg"", ""image_0011.jpg"", ""image_0008.jpg"", ""image_0012.jpg"", ""image_0016.jpg"", ""image_0002.jpg"", ""image_0013.jpg"", ""image_0004.jpg"", ""image_0010.jpg"", ""image_0014.jpg"", ""image_0003.jpg"", ""image_0015.jpg"", ""image_0006.jpg"", ""image_0009.jpg"", ""image_0007.jpg"", ""image_0001.jpg""]",0.659,0
outlet_ff5c6fd3,10,0,[],"[""image_0005.jpg"", ""image_0010.jpg"", ""image_0008.jpg"", ""image_0009.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0003.jpg"", ""image_0007.jpg"", ""image_0002.jpg""]",0.529,0
outlet_ffb4b10a,7,0,[],"[""image_0007.jpg"", ""image_0003.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0001.jpg""]",0.857,0
